01/01/2018,,Hours,2018,2019,2020,2021,2022
03/05/2018 18:00,03/05/2018 19:00,2947,60,43.44,35.5,69.95,218.36
03/05/2018 19:00,03/05/2018 20:00,2948,61,45.08,38.47,81.99,224.96
03/05/2018 20:00,03/05/2018 21:00,2949,70,43.42,36.98,76.17,224.41
03/05/2018 21:00,03/05/2018 22:00,2950,69.86,42,35.79,76.6,215.99
03/05/2018 22:00,03/05/2018 23:00,2951,63.37,37.18,35,78.24,203.08
03/05/2018 23:00,04/05/2018 00:00,2952,47.27,54,28,49.65,179.01
04/05/2018 00:00,04/05/2018 01:00,2953,46.62,46.8,30.7,46.16,155.6
04/05/2018 01:00,04/05/2018 02:00,2954,42.59,44.76,26,31.03,130.43
04/05/2018 02:00,04/05/2018 03:00,2955,42.59,35.46,23,19.15,129.96
04/05/2018 03:00,04/05/2018 04:00,2956,42.87,32.9,22,9.8,121.42
04/05/2018 04:00,04/05/2018 05:00,2957,42.57,30.51,19.09,6.19,118.07
04/05/2018 05:00,04/05/2018 06:00,2958,43.1,31.47,18.1,9.92,117.69
04/05/2018 06:00,04/05/2018 07:00,2959,48.91,36.14,19.99,32.19,118.11
04/05/2018 07:00,04/05/2018 08:00,2960,60.01,39.79,29.74,55.85,157.52
04/05/2018 08:00,04/05/2018 09:00,2961,56.4,41.7,29,58.07,218.01
04/05/2018 09:00,04/05/2018 10:00,2962,67,39.3,33,74.52,208.48
04/05/2018 10:00,04/05/2018 11:00,2963,64.8,37.72,34,78.89,178.6
04/05/2018 11:00,04/05/2018 12:00,2964,60,35.86,31.9,68.66,168.4
04/05/2018 12:00,04/05/2018 13:00,2965,55,33.96,32,65.15,162.86
04/05/2018 13:00,04/05/2018 14:00,2966,49.4,32.9,32.1,67.51,162.55
04/05/2018 14:00,04/05/2018 15:00,2967,44,31.04,27,64.16,158.53
04/05/2018 15:00,04/05/2018 16:00,2968,43.6,33.16,22,58.26,140.06
04/05/2018 16:00,04/05/2018 17:00,2969,43.6,38.1,18,60.77,141.16
04/05/2018 17:00,04/05/2018 18:00,2970,50,43.29,20,84.02,168.69
04/05/2018 18:00,04/05/2018 19:00,2971,60,49,32,68.01,207.48
04/05/2018 19:00,04/05/2018 20:00,2972,60,52.03,33.24,83.18,214.94
04/05/2018 20:00,04/05/2018 21:00,2973,61.88,56.1,30.6,87.71,219.05
04/05/2018 21:00,04/05/2018 22:00,2974,60,61.9,26,88.88,213.8
04/05/2018 22:00,04/05/2018 23:00,2975,58,52,22.5,86.99,210.01
04/05/2018 23:00,05/05/2018 00:00,2976,44.12,48.59,17.91,69.5,170.51
05/05/2018 00:00,05/05/2018 01:00,2977,57.96,41.3,20.79,72.16,130.54
05/05/2018 01:00,05/05/2018 02:00,2978,48.3,39.53,16.08,67.85,122.01
05/05/2018 02:00,05/05/2018 03:00,2979,46.44,36.82,15.41,68.11,122
05/05/2018 03:00,05/05/2018 04:00,2980,45,36.26,16.13,72,127.11
05/05/2018 04:00,05/05/2018 05:00,2981,42.82,35.94,15.43,71,120
05/05/2018 05:00,05/05/2018 06:00,2982,41.77,32.94,16.75,67.21,120.41
05/05/2018 06:00,05/05/2018 07:00,2983,41.7,34,18.91,76.01,122
05/05/2018 07:00,05/05/2018 08:00,2984,42,30,23.63,74.98,159.94
05/05/2018 08:00,05/05/2018 09:00,2985,43.91,32.6,22.83,72.4,209.37
05/05/2018 09:00,05/05/2018 10:00,2986,65,37.44,31.99,81,209.74
05/05/2018 10:00,05/05/2018 11:00,2987,56,42.1,29.14,80.77,188.64
05/05/2018 11:00,05/05/2018 12:00,2988,45,44,23.02,70.7,169.72
05/05/2018 12:00,05/05/2018 13:00,2989,42.5,47.2,24.9,67.86,162.55
05/05/2018 13:00,05/05/2018 14:00,2990,41.51,44.28,28,74.27,159.09
05/05/2018 14:00,05/05/2018 15:00,2991,41.14,40,21.8,67.85,155.07
05/05/2018 15:00,05/05/2018 16:00,2992,38,40.2,18,59.72,147.84
05/05/2018 16:00,05/05/2018 17:00,2993,39.93,44.06,21.05,64.31,156.02
05/05/2018 17:00,05/05/2018 18:00,2994,43.54,45,27.8,69.91,174.2
05/05/2018 18:00,05/05/2018 19:00,2995,51.5,52.6,32.29,80,198.71
05/05/2018 19:00,05/05/2018 20:00,2996,60,52.6,33.47,92.74,206.59
05/05/2018 20:00,05/05/2018 21:00,2997,65.19,55.95,35,93.67,207.43
05/05/2018 21:00,05/05/2018 22:00,2998,69.2,55.9,31.96,96.1,199.97
05/05/2018 22:00,05/05/2018 23:00,2999,68,46,29.1,89.96,195.97
05/05/2018 23:00,06/05/2018 00:00,3000,58.04,43.53,23.16,70.08,128.93
06/05/2018 00:00,06/05/2018 01:00,3001,54.91,36,25,72.63,130.51
06/05/2018 01:00,06/05/2018 02:00,3002,46.61,35.28,17.9,65.83,112.5
06/05/2018 02:00,06/05/2018 03:00,3003,46.6,34.98,17.76,68.47,109.92
06/05/2018 03:00,06/05/2018 04:00,3004,48,32,17,68.72,105.94
06/05/2018 04:00,06/05/2018 05:00,3005,47.99,32.14,16.29,65.01,100.03
06/05/2018 05:00,06/05/2018 06:00,3006,47.99,40.26,18.07,62.34,98.1
06/05/2018 06:00,06/05/2018 07:00,3007,46.61,45.34,22.23,66,98.09
06/05/2018 07:00,06/05/2018 08:00,3008,46.6,40.64,30,75,124.91
06/05/2018 08:00,06/05/2018 09:00,3009,44.49,39.71,31.99,92.16,171.95
06/05/2018 09:00,06/05/2018 10:00,3010,48,40,34,101.9,185
06/05/2018 10:00,06/05/2018 11:00,3011,52.6,40.86,30,99.84,171.53
06/05/2018 11:00,06/05/2018 12:00,3012,58.07,43,25,86.03,143.14
06/05/2018 12:00,06/05/2018 13:00,3013,45.1,46,23.15,73.6,125.75
06/05/2018 13:00,06/05/2018 14:00,3014,44.25,42,25,74.51,120.01
06/05/2018 14:00,06/05/2018 15:00,3015,38.06,40.41,20.3,57.85,120.01
06/05/2018 15:00,06/05/2018 16:00,3016,36,41.29,19.7,55.07,104.63
06/05/2018 16:00,06/05/2018 17:00,3017,36,42,20,56.34,100.07
06/05/2018 17:00,06/05/2018 18:00,3018,42.73,52,25.3,63.05,163.91
06/05/2018 18:00,06/05/2018 19:00,3019,44.55,54,31.51,76.58,186.49
06/05/2018 19:00,06/05/2018 20:00,3020,51.45,52.5,35,89.98,189.93
06/05/2018 20:00,06/05/2018 21:00,3021,60,53.62,34,89.99,183.6
06/05/2018 21:00,06/05/2018 22:00,3022,70,52.83,32.04,87.46,183.48
06/05/2018 22:00,06/05/2018 23:00,3023,79.92,40.09,30,79.99,182.61
06/05/2018 23:00,07/05/2018 00:00,3024,56.91,37.22,28,64.3,165.24
07/05/2018 00:00,07/05/2018 01:00,3025,55,35.9,34,68.92,137.42
07/05/2018 01:00,07/05/2018 02:00,3026,47.99,35.74,27,66.93,99.97
07/05/2018 02:00,07/05/2018 03:00,3027,49.92,35.21,21.3,66.98,94.95
07/05/2018 03:00,07/05/2018 04:00,3028,48,35.06,19.6,69.21,106.21
07/05/2018 04:00,07/05/2018 05:00,3029,46.43,37.31,16.4,66.93,98.81
07/05/2018 05:00,07/05/2018 06:00,3030,46.45,43,16.93,66.97,84.99
07/05/2018 06:00,07/05/2018 07:00,3031,46,52.55,17.74,71.99,84.94
07/05/2018 07:00,07/05/2018 08:00,3032,44.95,56.21,27.01,78.12,94.99
07/05/2018 08:00,07/05/2018 09:00,3033,45.1,64,27,87.5,147.24
07/05/2018 09:00,07/05/2018 10:00,3034,49.99,60,31.96,95.06,159.2
07/05/2018 10:00,07/05/2018 11:00,3035,52.7,54.8,30,92,154.04
07/05/2018 11:00,07/05/2018 12:00,3036,50,50.43,26.1,79,149
07/05/2018 12:00,07/05/2018 13:00,3037,44,48,22.35,76.31,143.4
07/05/2018 13:00,07/05/2018 14:00,3038,43,42.22,23.2,77.26,136.05
07/05/2018 14:00,07/05/2018 15:00,3039,42.47,41.14,21.9,69.44,123.91
07/05/2018 15:00,07/05/2018 16:00,3040,40.6,41.43,20,63.54,116.1
07/05/2018 16:00,07/05/2018 17:00,3041,42.8,46,19.99,63.07,123.69
07/05/2018 17:00,07/05/2018 18:00,3042,43.9,56,26.57,66.15,146.16
07/05/2018 18:00,07/05/2018 19:00,3043,51,57.78,32.68,97.98,166.2
07/05/2018 19:00,07/05/2018 20:00,3044,62,56.17,37,107.96,176.62
07/05/2018 20:00,07/05/2018 21:00,3045,67,48.18,34.58,104.42,181.23
07/05/2018 21:00,07/05/2018 22:00,3046,67.91,44.66,30.67,104.02,173.84
07/05/2018 22:00,07/05/2018 23:00,3047,71.3,37.51,27.8,97,167.91
07/05/2018 23:00,08/05/2018 00:00,3048,52,50,27,77.04,162.69
08/05/2018 00:00,08/05/2018 01:00,3049,46.7,43.01,30.41,100.01,169.59
08/05/2018 01:00,08/05/2018 02:00,3050,46.1,37.48,27.9,85.34,165.01
08/05/2018 02:00,08/05/2018 03:00,3051,43.4,36.91,26,84.39,161.62
08/05/2018 03:00,08/05/2018 04:00,3052,43.3,32.97,23.5,85.01,150.5
08/05/2018 04:00,08/05/2018 05:00,3053,42.53,32.41,20.72,72.01,147
08/05/2018 05:00,08/05/2018 06:00,3054,42.52,36.22,20.07,55.68,146.92
08/05/2018 06:00,08/05/2018 07:00,3055,42.67,41,23,53.75,147.56
08/05/2018 07:00,08/05/2018 08:00,3056,47.7,43.12,26,51.23,145.62
08/05/2018 08:00,08/05/2018 09:00,3057,66,44.5,23.17,69.82,141.8
08/05/2018 09:00,08/05/2018 10:00,3058,67,49.8,30,72.5,122.2
08/05/2018 10:00,08/05/2018 11:00,3059,56,42.3,31.4,78.99,106.5
08/05/2018 11:00,08/05/2018 12:00,3060,44.11,39.52,29.99,65.02,97.5
08/05/2018 12:00,08/05/2018 13:00,3061,43.75,39.44,30,64.37,86.07
08/05/2018 13:00,08/05/2018 14:00,3062,43.4,37.2,28.43,64.91,85
08/05/2018 14:00,08/05/2018 15:00,3063,42.4,37,27,42.05,85.06
08/05/2018 15:00,08/05/2018 16:00,3064,38.56,36.2,20.9,31.15,84.93
08/05/2018 16:00,08/05/2018 17:00,3065,42.96,41,21.94,34.41,80
08/05/2018 17:00,08/05/2018 18:00,3066,50.49,47,29.3,55.44,116.1
08/05/2018 18:00,08/05/2018 19:00,3067,64.01,50.95,34,80.77,164.13
08/05/2018 19:00,08/05/2018 20:00,3068,64,51,38,96.58,186.34
08/05/2018 20:00,08/05/2018 21:00,3069,63,50.5,37.52,84.3,194.46
08/05/2018 21:00,08/05/2018 22:00,3070,66,48.24,34.96,78.01,194.45
08/05/2018 22:00,08/05/2018 23:00,3071,67.86,36.85,29.2,81.51,177.05
08/05/2018 23:00,09/05/2018 00:00,3072,44.1,37.39,34.1,64.67,142.1
09/05/2018 00:00,09/05/2018 01:00,3073,49.67,34.27,36,78.99,149.96
09/05/2018 01:00,09/05/2018 02:00,3074,43.89,34.51,36,48.69,112.78
09/05/2018 02:00,09/05/2018 03:00,3075,44.38,34.99,30.67,56,110.43
09/05/2018 03:00,09/05/2018 04:00,3076,43.89,35.79,27.3,48,101.01
09/05/2018 04:00,09/05/2018 05:00,3077,43.89,38,24.91,37.49,85.1
09/05/2018 05:00,09/05/2018 06:00,3078,43.56,40.7,24.29,30.42,85
09/05/2018 06:00,09/05/2018 07:00,3079,45.88,44.18,22.96,25.19,85.06
09/05/2018 07:00,09/05/2018 08:00,3080,53.86,48.18,24.46,37.65,146
09/05/2018 08:00,09/05/2018 09:00,3081,66.16,46.18,25,44.04,160.41
09/05/2018 09:00,09/05/2018 10:00,3082,69.41,44.2,34,80.93,172.99
09/05/2018 10:00,09/05/2018 11:00,3083,51.93,44.18,34,83.85,153
09/05/2018 11:00,09/05/2018 12:00,3084,44.18,43.22,34,83.73,110.03
09/05/2018 12:00,09/05/2018 13:00,3085,42.89,42.26,31.2,78.47,99.91
09/05/2018 13:00,09/05/2018 14:00,3086,42.69,40.32,30,81.01,90
09/05/2018 14:00,09/05/2018 15:00,3087,40,39.95,24.57,68.19,74.92
09/05/2018 15:00,09/05/2018 16:00,3088,39.99,40.14,19.16,51.93,66.6
09/05/2018 16:00,09/05/2018 17:00,3089,42.05,46.99,19.08,45.63,74.48
09/05/2018 17:00,09/05/2018 18:00,3090,44.88,54.3,30,85,80.15
09/05/2018 18:00,09/05/2018 19:00,3091,56.7,53.87,34,63.3,117.95
09/05/2018 19:00,09/05/2018 20:00,3092,62,54.3,38.4,76.01,124.43
09/05/2018 20:00,09/05/2018 21:00,3093,65.62,53.87,37,89.03,122.48
09/05/2018 21:00,09/05/2018 22:00,3094,64.06,47.26,33.59,92.49,108.9
09/05/2018 22:00,09/05/2018 23:00,3095,62.84,39.97,27,93.6,100.03
09/05/2018 23:00,10/05/2018 00:00,3096,47.48,40,28,78.99,70.17
10/05/2018 00:00,10/05/2018 01:00,3097,58,36.99,32,84.4,86.93
10/05/2018 01:00,10/05/2018 02:00,3098,47.9,38.2,22.99,67.43,70.34
10/05/2018 02:00,10/05/2018 03:00,3099,44.9,38.2,18.79,71.34,69.97
10/05/2018 03:00,10/05/2018 04:00,3100,43.7,37.49,17,79,88.84
10/05/2018 04:00,10/05/2018 05:00,3101,39.01,37.04,12.9,74.94,75.16
10/05/2018 05:00,10/05/2018 06:00,3102,38,41.99,9.98,74.91,75.9
10/05/2018 06:00,10/05/2018 07:00,3103,43.66,48.45,5.99,70.01,74.91
10/05/2018 07:00,10/05/2018 08:00,3104,49.7,56.5,6.8,88.43,89.96
10/05/2018 08:00,10/05/2018 09:00,3105,65,58.95,6.81,88.51,119.08
10/05/2018 09:00,10/05/2018 10:00,3106,67,58,11.09,91.68,122.43
10/05/2018 10:00,10/05/2018 11:00,3107,55,50,10.71,89.48,97.66
10/05/2018 11:00,10/05/2018 12:00,3108,45.7,47,10.61,71.65,80.02
10/05/2018 12:00,10/05/2018 13:00,3109,45.71,44,10,71.9,65.09
10/05/2018 13:00,10/05/2018 14:00,3110,49.4,39.95,5.12,66.63,65.01
10/05/2018 14:00,10/05/2018 15:00,3111,48.2,38.2,2.01,48.96,64.67
10/05/2018 15:00,10/05/2018 16:00,3112,48,38.2,0.8,42.58,60.07
10/05/2018 16:00,10/05/2018 17:00,3113,45.71,46,2.53,45.19,68.97
10/05/2018 17:00,10/05/2018 18:00,3114,54,56.4,5.58,54.3,83.94
10/05/2018 18:00,10/05/2018 19:00,3115,56.3,58.9,12.49,65,98.56
10/05/2018 19:00,10/05/2018 20:00,3116,65.01,58,19,78.65,109.58
10/05/2018 20:00,10/05/2018 21:00,3117,70.8,50,13.99,80.81,119.92
10/05/2018 21:00,10/05/2018 22:00,3118,71.89,47.3,19,74.32,109.01
10/05/2018 22:00,10/05/2018 23:00,3119,70,43.02,15,74.16,77.93
10/05/2018 23:00,11/05/2018 00:00,3120,52,52,9.06,60.84,66.04
11/05/2018 00:00,11/05/2018 01:00,3121,78,41.99,4.94,65.59,26.5
11/05/2018 01:00,11/05/2018 02:00,3122,64,41.94,1.72,59.11,73.01
11/05/2018 02:00,11/05/2018 03:00,3123,49.99,41.1,0.11,61.26,49.97
11/05/2018 03:00,11/05/2018 04:00,3124,47.74,38.9,-0.01,65.91,43.78
11/05/2018 04:00,11/05/2018 05:00,3125,41.6,38.9,-2,66.43,31.4
11/05/2018 05:00,11/05/2018 06:00,3126,37.99,38.31,-0.02,72.31,39.92
11/05/2018 06:00,11/05/2018 07:00,3127,43.07,38.66,0.04,67.51,49.91
11/05/2018 07:00,11/05/2018 08:00,3128,46.7,38,14.38,72.98,77.5
11/05/2018 08:00,11/05/2018 09:00,3129,66.5,53.4,19.76,80.11,75.46
11/05/2018 09:00,11/05/2018 10:00,3130,65.3,58.3,21.95,81.27,99.94
11/05/2018 10:00,11/05/2018 11:00,3131,50.29,53.01,21.22,81.27,91.4
11/05/2018 11:00,11/05/2018 12:00,3132,44,50,18.98,74.42,72.47
11/05/2018 12:00,11/05/2018 13:00,3133,43.48,48,21.35,70.69,44.67
11/05/2018 13:00,11/05/2018 14:00,3134,41,38.82,26.7,75.14,36.01
11/05/2018 14:00,11/05/2018 15:00,3135,40,36.25,22,63.18,45.45
11/05/2018 15:00,11/05/2018 16:00,3136,39.96,34.98,17.96,63.82,29.96
11/05/2018 16:00,11/05/2018 17:00,3137,39.91,33.22,16.4,62.04,44.32
11/05/2018 17:00,11/05/2018 18:00,3138,44.23,41,29.26,78.79,78.74
11/05/2018 18:00,11/05/2018 19:00,3139,49.41,49.94,30,91.44,87.13
11/05/2018 19:00,11/05/2018 20:00,3140,55.66,55,35,95,92.31
11/05/2018 20:00,11/05/2018 21:00,3141,64.62,54,35,90.26,93.72
11/05/2018 21:00,11/05/2018 22:00,3142,68,55,33.5,82.08,84.05
11/05/2018 22:00,11/05/2018 23:00,3143,70,47.1,34,75.12,92.03
11/05/2018 23:00,12/05/2018 00:00,3144,53.01,49.49,31,67.05,55.7
12/05/2018 00:00,12/05/2018 01:00,3145,43.81,42.7,30.1,69.05,86
12/05/2018 01:00,12/05/2018 02:00,3146,43.15,41.8,26,63.59,65.94
12/05/2018 02:00,12/05/2018 03:00,3147,43,42,24.5,63.03,65.95
12/05/2018 03:00,12/05/2018 04:00,3148,43.91,39.9,24.84,63.03,66.9
12/05/2018 04:00,12/05/2018 05:00,3149,46,38.97,23.76,62.08,63.96
12/05/2018 05:00,12/05/2018 06:00,3150,46,37.42,22.01,62.02,66
12/05/2018 06:00,12/05/2018 07:00,3151,46.01,37.13,25.02,65.31,65.25
12/05/2018 07:00,12/05/2018 08:00,3152,46,37.16,29.64,73.24,83.69
12/05/2018 08:00,12/05/2018 09:00,3153,43.97,38.84,24,78.05,124.04
12/05/2018 09:00,12/05/2018 10:00,3154,52,45.97,29,87.59,114.66
12/05/2018 10:00,12/05/2018 11:00,3155,58,48.05,29.92,82.51,104.93
12/05/2018 11:00,12/05/2018 12:00,3156,60,48.91,27,78.49,71.66
12/05/2018 12:00,12/05/2018 13:00,3157,58,48.9,29.99,77.59,58.23
12/05/2018 13:00,12/05/2018 14:00,3158,50.6,41.31,31.46,79.99,57.02
12/05/2018 14:00,12/05/2018 15:00,3159,46.19,39,28.8,71.64,54.5
12/05/2018 15:00,12/05/2018 16:00,3160,44,38.7,26,66.07,52.09
12/05/2018 16:00,12/05/2018 17:00,3161,43.19,42.3,25.4,66.91,53.47
12/05/2018 17:00,12/05/2018 18:00,3162,49.6,45.3,29,82.89,89
12/05/2018 18:00,12/05/2018 19:00,3163,58,54,34,99.99,99.45
12/05/2018 19:00,12/05/2018 20:00,3164,69,59.8,37.8,121.62,98.2
12/05/2018 20:00,12/05/2018 21:00,3165,64.4,60,35.1,113.68,97.43
12/05/2018 21:00,12/05/2018 22:00,3166,65.8,55.6,31.6,103.82,83.4
12/05/2018 22:00,12/05/2018 23:00,3167,64,40,32,96.16,72.46
12/05/2018 23:00,13/05/2018 00:00,3168,53,40,24.75,73.01,43.55
13/05/2018 00:00,13/05/2018 01:00,3169,56,37.91,29,73.91,125.01
13/05/2018 01:00,13/05/2018 02:00,3170,49.7,36.96,22,69,89.96
13/05/2018 02:00,13/05/2018 03:00,3171,48.73,36,18.53,67.99,87.41
13/05/2018 03:00,13/05/2018 04:00,3172,47.99,36,17.96,68.07,87.33
13/05/2018 04:00,13/05/2018 05:00,3173,45.8,34,18.19,65.57,79.54
13/05/2018 05:00,13/05/2018 06:00,3174,45.8,40.91,17.91,65.51,76.8
13/05/2018 06:00,13/05/2018 07:00,3175,44.32,47.18,20,69.02,76.95
13/05/2018 07:00,13/05/2018 08:00,3176,44.21,58.99,27.07,76.93,89.93
13/05/2018 08:00,13/05/2018 09:00,3177,44.04,58,28,94.99,127.92
13/05/2018 09:00,13/05/2018 10:00,3178,44.8,50.45,27,106.37,129.4
13/05/2018 10:00,13/05/2018 11:00,3179,48.5,38,26.6,113.4,105
13/05/2018 11:00,13/05/2018 12:00,3180,58.6,37.44,24.95,107.14,57.68
13/05/2018 12:00,13/05/2018 13:00,3181,62,37.12,27.94,103.82,62.7
13/05/2018 13:00,13/05/2018 14:00,3182,56,37.15,29.94,105.79,41.39
13/05/2018 14:00,13/05/2018 15:00,3183,48,35,25.2,92.51,30.83
13/05/2018 15:00,13/05/2018 16:00,3184,46.22,37.2,21,75.06,9.98
13/05/2018 16:00,13/05/2018 17:00,3185,44.5,44,20.56,73.47,34.92
13/05/2018 17:00,13/05/2018 18:00,3186,46.23,51.2,26.4,91.41,62.96
13/05/2018 18:00,13/05/2018 19:00,3187,52.2,58,30.7,99.91,79.78
13/05/2018 19:00,13/05/2018 20:00,3188,57,62.94,37,116.21,85
13/05/2018 20:00,13/05/2018 21:00,3189,61.95,61.18,35.5,102.14,97.59
13/05/2018 21:00,13/05/2018 22:00,3190,63.5,56.5,33.54,93.59,112.48
13/05/2018 22:00,13/05/2018 23:00,3191,61,42.26,30.7,85.22,125.92
13/05/2018 23:00,14/05/2018 00:00,3192,44.1,38,29,73.94,104.4
14/05/2018 00:00,14/05/2018 01:00,3193,48.72,35.3,28.98,75.87,64.48
14/05/2018 01:00,14/05/2018 02:00,3194,45.85,35.3,23.15,70,60.1
14/05/2018 02:00,14/05/2018 03:00,3195,45,34.7,21.23,69.59,69.94
14/05/2018 03:00,14/05/2018 04:00,3196,45,33.55,21.97,69.03,66.9
14/05/2018 04:00,14/05/2018 05:00,3197,44,34.38,18,65.97,64.99
14/05/2018 05:00,14/05/2018 06:00,3198,40.95,40.06,18.06,64.59,68.89
14/05/2018 06:00,14/05/2018 07:00,3199,43.03,45.96,19.98,65.01,69.96
14/05/2018 07:00,14/05/2018 08:00,3200,48.72,56.85,24.91,71.93,121.7
14/05/2018 08:00,14/05/2018 09:00,3201,62,58.9,28.2,78.99,115.7
14/05/2018 09:00,14/05/2018 10:00,3202,68.3,49.94,31,97.82,130
14/05/2018 10:00,14/05/2018 11:00,3203,58,36.94,29,104.04,106.92
14/05/2018 11:00,14/05/2018 12:00,3204,46.22,35.33,25.2,98.53,84.05
14/05/2018 12:00,14/05/2018 13:00,3205,45.2,34.97,26,103.5,61.55
14/05/2018 13:00,14/05/2018 14:00,3206,44.7,34.5,28.2,104.99,47.71
14/05/2018 14:00,14/05/2018 15:00,3207,44.55,34.6,23.3,91,44.23
14/05/2018 15:00,14/05/2018 16:00,3208,44.36,34.6,18.95,75.07,44.97
14/05/2018 16:00,14/05/2018 17:00,3209,44.45,38,18.99,69.1,62.47
14/05/2018 17:00,14/05/2018 18:00,3210,50,48.42,23.5,86.17,120.79
14/05/2018 18:00,14/05/2018 19:00,3211,63,54.27,29,101.84,154
14/05/2018 19:00,14/05/2018 20:00,3212,64,59,32.99,108.95,182.09
14/05/2018 20:00,14/05/2018 21:00,3213,71.09,58.5,33.79,99.42,187.7
14/05/2018 21:00,14/05/2018 22:00,3214,69.91,52.16,34.38,90.04,180.01
14/05/2018 22:00,14/05/2018 23:00,3215,66,38,33.25,79.01,186.26
14/05/2018 23:00,15/05/2018 00:00,3216,45.1,35.27,31.34,70.19,175.54
15/05/2018 00:00,15/05/2018 01:00,3217,55,32,30.06,83.37,162.64
15/05/2018 01:00,15/05/2018 02:00,3218,46.6,31.97,28,77.41,150.35
15/05/2018 02:00,15/05/2018 03:00,3219,46,31.96,25.64,71.65,135.66
15/05/2018 03:00,15/05/2018 04:00,3220,44,31.95,23.38,71.97,125.81
15/05/2018 04:00,15/05/2018 05:00,3221,42.96,32.28,20.82,66.96,95.62
15/05/2018 05:00,15/05/2018 06:00,3222,42.94,38.76,20.4,68.91,95.06
15/05/2018 06:00,15/05/2018 07:00,3223,44.1,45.32,21.08,66.72,89.93
15/05/2018 07:00,15/05/2018 08:00,3224,57,49.08,25.56,69.01,70.01
15/05/2018 08:00,15/05/2018 09:00,3225,65.1,51.08,29.45,70.09,100.16
15/05/2018 09:00,15/05/2018 10:00,3226,70.2,44,30.99,72.06,105.1
15/05/2018 10:00,15/05/2018 11:00,3227,63.4,36.5,30.03,90.97,99.45
15/05/2018 11:00,15/05/2018 12:00,3228,54,35.45,27.16,88.03,89.96
15/05/2018 12:00,15/05/2018 13:00,3229,49.1,35,29.65,85.55,84.94
15/05/2018 13:00,15/05/2018 14:00,3230,45.98,34.3,30.4,83.38,65.06
15/05/2018 14:00,15/05/2018 15:00,3231,45.91,33.95,27.3,71.55,53.59
15/05/2018 15:00,15/05/2018 16:00,3232,45.78,34.3,24,70.63,53.62
15/05/2018 16:00,15/05/2018 17:00,3233,45.06,36,19.98,71.58,66.2
15/05/2018 17:00,15/05/2018 18:00,3234,54,43.23,24.2,71.52,111.95
15/05/2018 18:00,15/05/2018 19:00,3235,65,52,28.14,87.42,128.3
15/05/2018 19:00,15/05/2018 20:00,3236,64,54,33.64,95.77,129.79
15/05/2018 20:00,15/05/2018 21:00,3237,63,52,33.1,94.96,127.44
15/05/2018 21:00,15/05/2018 22:00,3238,51.2,42.7,31.2,88.16,99.99
15/05/2018 22:00,15/05/2018 23:00,3239,51.4,37.5,29.7,76.47,96.5
15/05/2018 23:00,16/05/2018 00:00,3240,41.4,44.42,30,71.56,60.06
16/05/2018 00:00,16/05/2018 01:00,3241,59,33,33.33,85.82,101.86
16/05/2018 01:00,16/05/2018 02:00,3242,51.9,32.7,26.94,73.79,76.82
16/05/2018 02:00,16/05/2018 03:00,3243,49.95,32.3,24.26,72.04,89.92
16/05/2018 03:00,16/05/2018 04:00,3244,46.4,32,22.03,72.99,91.91
16/05/2018 04:00,16/05/2018 05:00,3245,41.91,31.95,20.35,70.54,91.92
16/05/2018 05:00,16/05/2018 06:00,3246,41.09,38.07,18.1,64.28,92
16/05/2018 06:00,16/05/2018 07:00,3247,46,42.04,17.4,63.99,91.93
16/05/2018 07:00,16/05/2018 08:00,3248,53.76,48.98,17.6,70.32,114.48
16/05/2018 08:00,16/05/2018 09:00,3249,51.96,54,20.18,61.66,96.75
16/05/2018 09:00,16/05/2018 10:00,3250,62.99,48,23.5,79.9,120.81
16/05/2018 10:00,16/05/2018 11:00,3251,67,39.33,24.97,76.37,138.12
16/05/2018 11:00,16/05/2018 12:00,3252,58.1,37.33,24.97,92,137.58
16/05/2018 12:00,16/05/2018 13:00,3253,60,35.78,27.81,96.04,136.22
16/05/2018 13:00,16/05/2018 14:00,3254,57.04,34.8,29,96.52,125.02
16/05/2018 14:00,16/05/2018 15:00,3255,52,34.25,20.8,80,97.92
16/05/2018 15:00,16/05/2018 16:00,3256,47.55,32.79,18.21,65.4,78.6
16/05/2018 16:00,16/05/2018 17:00,3257,50,37.62,15.81,67.99,82.34
16/05/2018 17:00,16/05/2018 18:00,3258,65,42.71,25.8,80.01,116.24
16/05/2018 18:00,16/05/2018 19:00,3259,70,48,28.4,101,144.46
16/05/2018 19:00,16/05/2018 20:00,3260,72.6,47.51,34.3,100.89,146.12
16/05/2018 20:00,16/05/2018 21:00,3261,68,46,33.6,98.97,145.59
16/05/2018 21:00,16/05/2018 22:00,3262,60,41,30.2,91.59,145.25
16/05/2018 22:00,16/05/2018 23:00,3263,62,37.49,29.9,82.3,149.84
16/05/2018 23:00,17/05/2018 00:00,3264,45.7,41.55,30.16,73.49,122.5
17/05/2018 00:00,17/05/2018 01:00,3265,57,36,31,71.92,121.01
17/05/2018 01:00,17/05/2018 02:00,3266,46.02,33.4,23.15,70,98.1
17/05/2018 02:00,17/05/2018 03:00,3267,45,31.45,22.5,70,99.97
17/05/2018 03:00,17/05/2018 04:00,3268,44.82,30.64,19.7,69.39,99.98
17/05/2018 04:00,17/05/2018 05:00,3269,44.32,32.52,16.99,67.01,100.01
17/05/2018 05:00,17/05/2018 06:00,3270,44.31,36.91,12,65.05,99.92
17/05/2018 06:00,17/05/2018 07:00,3271,44.5,42.09,9.84,67.09,98.09
